gene	DAY0_rep1	DAY0_rep2	DAY0_rep3	DAY4_rep1	DAY4_rep2	DAY4_rep3	DAY7_rep1	DAY7_rep2	DAY7_rep3	EARLY_DAY10_rep1	EARLY_DAY10_rep2	EARLY_DAY10_rep3	LATE_DAY10_rep1	LATE_DAY10_rep2	LATE_DAY10_rep3	DAY14_rep1	DAY14_rep2	DAY14_rep3	DAY21_rep1	DAY21_rep2	DAY21_rep3
Saxo2	58	61	43	35	41	38	42	42	48	41	31	36	11	13	20	15	10	17	16	15	26
Efl1	1042	928	1008	735	690	616	607	604	664	670	779	803	246	414	246	399	255	327	293	296	475
n-R5s154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3b	840	659	681	426	414	403	399	314	422	482	548	474	202	212	182	263	270	251	233	217	246
Tmc3	7	3	3	0	2	14	3	3	2	11	15	4	10	0	0	7	11	8	0	0	6
Stard5	928	853	858	667	870	931	488	475	497	421	570	446	148	210	216	236	294	129	165	192	216
Il16	573	544	534	309	356	316	487	443	500	613	712	640	260	252	267	226	232	244	407	244	347
Cfap161	1	1	19	15	10	13	9	12	16	10	8	10	3	3	7	3	1	1	2	2	0
Tlnrd1	2018	1816	1854	1668	1578	1603	1571	1400	1639	1629	1901	1732	584	780	735	689	808	476	641	644	650
Mesd	3077	2911	3092	1852	1970	1693	1731	1564	1712	2386	2761	2509	816	1224	1023	842	1263	945	1296	1138	1620
Cemip	1548	1425	1461	2873	2873	2607	3080	3023	3586	2688	3111	2587	1026	1152	1152	1638	1227	1374	1519	1229	1573
Abhd17c	1524	1232	1241	757	790	737	821	701	865	866	1056	914	278	424	433	416	356	399	447	375	437
Arnt2	29	17	21	7	6	2	6	6	14	5	19	1	4	4	4	1	6	77	1	3	3
Fah	360	345	358	221	213	208	288	222	286	330	387	341	136	168	117	166	178	170	124	164	221
Zfand6	1453	1376	1316	1395	1285	1382	1290	1145	1276	970	1237	994	408	438	421	457	556	522	436	383	527
Olfr291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r65	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	313	0	449	0	381
Vmn2r66	6	6	7	10	12	2	10	5	8	7	4	5	1	0	4	4	4	0	9	9	0
Vmn2r67	0	0	4	3	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r69	1	4	1	3	0	3	1	7	2	3	4	1	1	0	1	1	1	0	0	0	1
Vmn2r70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r72	1	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Vmn2r73	7	4	7	4	5	4	9	3	7	10	4	8	1	0	6	0	3	1	7	4	11
Vmn2r74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r75	3	3	0	2	2	3	2	0	1	2	2	3	0	0	1	0	0	1	0	0	0
Vmn2r76	32	16	15	16	15	27	12	14	17	17	18	15	8	5	7	21	29	14	13	0	20
Olfr310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr305	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Olfr294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr293	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Olfr292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r77	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vmn2r78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r79	29	30	16	25	17	21	10	13	10	22	22	19	0	1	21	19	32	9	24	6	19
Nox4	333	260	282	118	105	106	92	75	110	115	151	116	43	45	64	26	27	49	40	41	26
Tyr	21	33	29	18	15	20	20	25	31	15	28	10	8	5	9	12	15	10	4	9	5
Grm5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem135	584	498	518	435	462	402	530	462	601	500	557	481	173	266	177	294	238	259	342	216	300
Fzd4	318	261	286	112	134	127	148	134	158	219	248	223	103	86	85	161	123	101	175	113	147
AI314278	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prss23	4259	3969	3668	1232	1455	1578	1375	1239	1299	2577	3252	2788	1006	1274	1146	1064	1060	1004	1446	1318	1927
Prss23os	59	54	101	20	13	26	31	18	12	0	14	16	2	8	6	1	3	10	1	3	10
Me3	134	153	128	32	55	42	25	31	47	113	94	94	25	39	59	21	44	37	36	53	40
Ccdc81	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hikeshi	751	643	680	468	442	454	576	436	665	496	577	493	236	234	152	258	316	385	312	240	273
Eed	1025	947	920	640	775	722	634	646	667	729	778	693	286	303	284	401	459	331	510	339	368
Picalm	8633	7713	8254	9828	9673	9365	8953	8842	10108	7153	8339	6980	2819	2914	3179	5058	3825	3936	3895	3076	4468
Ccdc83	0	1	1	0	2	1	1	0	1	1	0	0	0	0	0	174	0	1	0	0	0
n-R5s155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sytl2	663	560	603	1081	1067	1012	827	764	950	890	958	869	260	414	418	444	354	358	409	433	493
Ccdc89	10	4	10	5	7	4	4	3	7	1	10	9	1	5	3	7	4	6	3	3	1
Crebzf	2231	2036	1963	1697	1770	1759	1483	1403	1593	1440	1658	1398	583	622	576	931	760	867	691	825	638
Tmem126a	823	760	749	785	800	758	616	590	633	576	664	586	242	247	235	230	316	257	246	169	324
Tmem126b	501	454	497	460	454	453	461	402	478	466	521	460	175	232	170	224	232	218	198	172	214
Dlg2	11	13	18	146	39	102	48	30	76	28	59	42	16	5	33	18	112	50	29	47	46
Ccdc90b	841	735	786	766	730	728	722	672	769	675	832	710	283	295	300	300	388	292	286	279	287
Ankrd42	161	148	144	80	81	79	76	90	102	85	124	107	57	22	47	19	28	26	18	30	33
Pcf11	1742	1614	1644	1443	1425	1366	1226	1233	1344	1291	1520	1302	469	607	561	760	1059	710	863	524	805
Rab30	1619	1523	1565	292	329	436	313	284	314	394	446	444	117	148	255	179	125	207	175	153	208
Ddias	543	438	443	207	213	228	205	163	182	287	328	321	144	102	123	118	159	133	169	96	233
Prcp	1593	1631	1455	1647	1596	1605	1908	1661	1968	1402	1547	1400	522	591	617	870	904	730	801	699	834
Fam181b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenm4	22097	19774	19153	5207	5393	5783	3860	3728	3553	8490	8912	7630	2372	4128	3587	2096	2788	1523	2351	2049	2336
Mir708	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mir6394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nars2	292	310	254	352	267	293	245	245	329	312	266	263	91	65	188	179	120	63	95	74	157
Gab2	148	138	139	257	277	267	241	223	255	260	283	266	91	111	120	153	108	137	202	173	212
Usp35	165	141	160	152	217	170	172	184	233	143	202	155	40	109	54	103	49	51	42	59	97
Kctd21	182	172	172	230	227	210	240	221	268	148	182	188	63	68	75	85	101	91	89	93	126
Alg8	535	501	528	325	321	279	340	305	378	488	569	469	169	304	142	308	337	235	336	237	318
Ndufc2	1468	1369	1303	1304	1193	1303	1104	997	1221	1086	1284	1180	510	424	470	655	785	532	540	516	628
Thrsp	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Kctd14	211	192	187	487	449	396	405	384	436	226	280	252	98	100	102	139	119	193	161	150	131
Ints4	1441	1245	1250	999	994	1023	997	892	1041	962	997	932	376	458	321	444	360	405	497	521	630
Aamdc	291	288	284	354	365	376	392	379	432	337	353	328	132	127	146	126	142	172	163	131	153
Rsf1	1772	1599	1582	1319	1139	1160	1168	1214	1369	1275	1546	1153	480	464	632	626	751	655	877	791	751
Rsf1os1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rsf1os2	8	9	3	3	1	1	5	6	15	1	1	3	2	0	1	0	0	1	0	0	0
Clns1a	2308	1976	2009	1719	1791	1721	1960	1723	2046	1801	2094	1840	871	708	688	974	1141	894	1093	1057	1179
Aqp11	97	114	98	29	29	31	66	72	57	51	31	51	17	31	8	52	21	33	22	20	17
Pak1	1118	954	1042	592	583	652	771	748	891	803	971	903	331	409	325	377	479	495	580	389	455
Gdpd4	1	0	0	0	0	0	3	0	4	1	1	0	0	1	1	0	0	1	1	1	0
Myo7a	2844	2346	2484	2659	2879	2646	2386	2205	2501	2245	2481	2148	755	1158	840	1239	1106	911	1026	983	1761
Capn5	689	603	607	554	579	512	681	696	779	887	938	871	299	433	347	332	443	488	399	414	561
Omp	5	6	4	2	2	0	3	0	2	5	5	1	0	4	1	3	1	0	0	3	1
B3gnt6	1	1	0	0	0	0	62	1	54	0	0	0	0	1	0	0	0	0	0	0	0
Acer3	678	657	512	557	491	493	397	449	560	488	616	409	203	261	139	290	247	245	316	242	230
Tsku	1001	968	971	1545	1531	1447	1330	1154	1460	958	1104	905	355	423	402	451	567	364	412	286	367
Gucy2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc32	105	92	85	63	62	64	55	42	57	149	151	120	39	61	69	31	45	30	38	37	49
Emsy	1676	1571	1429	1139	1101	1252	970	1116	1163	1213	1424	1263	454	518	578	801	657	534	633	598	778
Thap12	3905	3491	3502	1794	1912	1778	1777	1625	1908	2271	2534	2294	1020	845	943	1110	1376	1092	1485	1143	1423
Wnt11	4	18	8	229	217	172	164	153	202	146	127	82	55	24	65	110	99	58	64	12	65
Uvrag	1659	1357	1432	1285	1211	1352	1210	1230	1318	1359	1548	1315	522	584	571	858	514	530	538	548	601
Dgat2	147	120	105	62	58	63	72	57	54	42	49	51	16	14	28	34	24	22	28	21	12
Mogat2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map6	1233	1190	1118	654	677	664	488	447	540	634	722	663	222	269	314	207	245	255	253	196	231
Serpinh1	67172	61272	62967	92242	93287	92584	81487	70889	87425	56227	64107	60886	23041	26014	22992	32926	37223	25455	30871	29277	34348
Gdpd5	45	36	40	9	23	20	9	28	10	14	21	13	0	11	8	17	11	5	5	39	8
Klhl35	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
Rps3	37347	33438	33678	34682	35570	35695	30062	27071	31682	23221	28525	26234	11034	10000	9805	11688	14732	10565	10981	9796	10149
Snord15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord15a	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
n-R5s156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrb1	795	889	805	879	859	746	1194	1332	1462	1273	1385	1383	459	755	416	1223	576	805	1271	910	723
Mir326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpbgl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco2b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu3	141	151	136	101	105	80	117	98	116	108	112	98	37	53	37	50	39	39	52	49	59
Spcs2	3403	3067	3047	3186	2995	2911	2842	2636	2891	2485	2823	2366	1033	1110	903	964	1892	703	934	955	1077
Xrra1	7	7	10	8	4	9	5	1	9	7	3	3	0	3	3	3	5	0	1	1	3
Rnf169	1380	1278	1351	1327	1239	1226	952	917	1051	913	1095	932	348	412	408	525	586	400	451	385	495
Chrdl2	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	258	0	0	0	0	1
Pold3	860	769	764	452	445	411	445	447	473	671	729	651	275	231	307	350	180	244	321	203	204
Lipt2	101	97	99	66	63	74	79	71	86	82	92	84	31	29	42	34	43	39	58	39	36
Kcne3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm2l1	268	217	208	81	98	86	121	111	130	138	147	150	51	61	62	101	48	33	41	42	57
P4ha3	4685	4294	4168	1368	1300	1347	1323	1229	1407	2090	2485	2195	849	916	920	734	773	730	748	725	917
Ppme1	1870	1565	1536	1267	1202	1229	1363	1274	1597	1171	1421	1166	579	395	509	689	620	490	702	493	584
C2cd3	583	728	551	653	589	558	470	430	669	629	783	684	185	479	196	159	176	236	211	308	256
Ucp3	0	0	0	0	1	4	0	1	0	5	0	0	0	0	0	0	0	1	14801	0	0
Ucp2	4	1	8	0	15	0	0	0	8	1	0	0	0	1	0	0	1	0	0	0	1
Dnajb13	1	6	0	4	0	0	1	1	2	1	4	2	0	0	3	3	0	0	1	3	0
Coa4	121	120	120	101	101	112	178	129	143	93	117	105	49	24	54	71	46	43	51	46	49
Mrpl48	1117	986	1031	1001	969	970	998	989	1047	943	1014	924	343	381	422	433	427	526	596	422	506
Cox20b	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab6a	5035	4544	4533	4802	5010	4854	4423	4125	4855	3523	3983	3627	1413	1485	1522	1870	1881	1532	1764	1601	1923
Plekhb1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fam168a	2996	2783	2824	2104	2052	2041	2078	2282	2486	2561	2740	2366	700	883	1515	1618	889	1053	1496	1071	1317
Relt	88	74	132	101	63	71	112	65	65	121	164	119	40	79	43	115	66	32	67	56	39
Arhgef17	5666	5148	5230	4188	4164	4043	4509	4158	4893	4981	5510	5023	1663	2319	2222	2875	1956	2100	2858	2241	3049
Mir3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry6	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	2308	2258	2978	2908	3329	3288
P2ry2	232	196	210	160	125	130	116	106	114	134	148	121	40	61	61	73	42	36	46	45	23
Fchsd2	1545	1405	1332	1964	2108	1753	2210	2075	2352	1698	1990	1771	641	821	712	936	817	768	990	880	994
Atg16l2	304	234	315	476	491	518	380	439	432	326	406	331	96	138	192	201	183	211	117	150	188
Stard10	166	176	156	158	140	136	160	146	183	110	114	136	45	45	55	46	25	43	46	47	41
Arap1	1618	1459	1328	1058	1111	1017	1290	1381	1392	1191	1292	1033	329	458	627	503	572	325	423	305	507
Pde2a	80	116	28	0	0	17	0	9	33	14	0	71	10	35	0	17	12	5	14	11	44
Mir139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art2b	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
Clpb	1224	1017	1073	879	885	827	1053	740	991	909	1002	1024	369	500	306	628	698	403	489	451	680
Phox2a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inppl1	4034	4036	4006	7889	7356	7182	7762	8043	8859	6414	7309	6238	2464	3050	2431	3429	2581	3139	3645	3771	3156
Folr2	0	1	3	11	10	13	9	21	16	26	40	29	22	15	1	7	14	19	21	26	31
Folr1	5	3	8	19	21	6	15	17	24	9	11	8	4	7	1	9	7	5	6	8	7
Anapc15	616	479	522	310	346	300	379	372	371	484	616	572	249	237	175	352	202	292	217	352	234
Tomt	8	11	14	3	8	4	10	8	15	10	15	0	2	1	8	1	8	3	2	4	0
Lamtor1	2149	1951	2051	1880	1950	1859	1932	1731	2090	1968	2218	2063	718	905	869	770	925	753	841	714	788
Lrrc51	115	119	124	74	65	74	85	82	91	73	62	62	33	30	16	46	50	16	33	27	29
Numa1	5083	4636	4951	3749	3774	3894	4301	4070	4751	4615	5268	4681	1407	2270	2170	2283	2040	2028	2390	2157	2939
Il18bp	95	94	105	68	69	74	52	75	63	64	78	47	31	21	23	28	35	25	13	12	33
Rnf121	894	853	817	978	1034	936	878	799	899	804	940	848	327	326	376	500	425	408	452	349	443
Xndc1	428	426	429	278	331	265	297	278	322	305	351	262	89	118	160	193	211	215	102	131	130
Xntrpc	38	12	19	45	34	39	24	25	29	21	34	28	7	25	0	53	18	19	19	14	26
Trpc2	1475	2164	2296	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Art5	0	1	1	1	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0
Art1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna10	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nup98	2689	2367	2432	1698	1833	1769	1616	1600	1768	2020	2322	2117	647	1037	906	991	874	914	1098	993	1581
Pgap2	1543	1370	1371	801	780	714	965	866	1095	986	1239	985	426	338	507	450	477	373	446	353	583
Rhog	1175	1043	1101	791	716	721	944	838	956	862	972	901	324	395	370	427	430	345	411	362	394
Stim1	1231	1259	1089	1050	1033	972	1142	1084	1294	1121	1327	1079	430	465	504	550	527	502	680	641	629
Rrm1	4962	4450	4688	1364	1332	1299	2069	1901	2124	4106	4659	4247	1329	2247	1651	1506	1231	1427	1779	1319	1717
Olfr543	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	727	0	0	0	1
Olfr544	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
Olfr545	3	2	2	5	1	0	1	2	0	4	6	1	0	1	0	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim21	283	230	223	99	67	97	95	128	140	139	190	153	53	67	71	72	55	43	47	46	52
Olfr550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr552	18	27	28	24	25	20	22	15	18	13	21	17	6	5	9	6	3	1	10	6	5
Olfr553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim68	319	278	303	256	313	274	266	219	274	225	269	227	91	72	124	98	193	115	90	85	105
Olfr557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr78	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Olfr560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Olfr561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr569	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
Olfr570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr571	10	8	10	8	8	8	4	10	8	10	12	7	0	4	6	13	16	7	46	8	25
Olfr572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr575	6	5	5	1	1	1	0	4	1	1	4	0	0	3	0	0	0	0	0	0	0
Olfr576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr578	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr586	1	3	3	2	1	2	3	3	2	3	1	2	1	0	0	0	1	0	7	1	0
Olfr589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp17ld	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr596	1	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr600	13	9	10	10	13	5	1	12	6	5	9	0	0	4	3	4	2	6	1	1	2
Olfr601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Usp17lc	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Olfr605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr607	13	25	16	17	20	11	12	12	13	15	8	6	0	6	4	0	4	4	4	0	6
Olfr608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr613	63	68	72	80	58	62	55	58	71	56	64	45	17	15	34	33	29	18	31	13	40
Olfr615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr620	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Olfr622	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Olfr624	149	171	190	148	162	163	136	159	143	156	186	145	52	70	73	101	83	46	83	51	77
Olfr243	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr628	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr66	1	2	1	0	1	1	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0
Olfr64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr633	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Olfr635	93	87	89	76	73	83	58	88	79	93	94	56	20	22	58	28	42	28	70	18	28
Olfr638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
